,Condition Report,Description,Sold Price
1167,"Condition Report*:
Colored Gems:
Type(s): Black Opal
Shape(s): Oval
Count: 1 - 25
Avg Quality: Good

Metals:
Gold

Overall Condition: Good
Condition Notes: Beautifully decorated with leaf motifs. The ring is marked with a faded Tiffany mark.","Antique Black Opal, Gold Ring, Tiffany & Co.
The ring feautures an oval-shaped black opal measuring 18.55 x 13.25 x 4.50 mm, set in 18k gold, marked Tiffany & Co. Gross weight 11.60 grams.
Size: 7 (sizeable)","SOLD ON DEC 8, 2019 FOR: $11,875.00"
1168,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: VS
Shape(s): tapered baguette
Count: 1 - 25

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 2183710856
Carat: 2.23
Color: H
Clarity: VS2
Shape: Heart Brilliant

Metals:
Platinum

Overall Condition: Good
Condition Notes: Tapered baguette-cut diamonds are heavily abraded. The shank is cut and fitted with an oversized horseshoe sizer, and is in need of repair. Shank tests as platinum, sizer tests as 14k gold.","Diamond, Platinum Ring
The ring features a heart-shaped diamond measuring 8.85 x 9.45 x 4.54 mm and weighing 2.23 carats, enhanced by tapered baguette-cut diamonds weighing a total of approximately 0.20 carat, set in platinum. A GIA report # 2183710856, dated September 1, 2017, stating H color, VS2 clarity, accompanies the heart-shaped diamond. Gross weight 4.20 grams.
Size: 3-1/2 (sizeable)","SOLD ON DEC 3, 2018 FOR: $11,875.00"
1169,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: SI
Shape(s): Single-cut
Count: 1 - 25

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 2183632308
Carat: 2.45
Color: I
Clarity: VS2
Shape: Marquise

Overall Condition: Very Good
Condition Notes: Metal tests as platinum. Evidence of sizing.","Art Deco Diamond, Platinum Ring
The ring features a marquise-shaped diamond measuring 15.26 x 6.42 x 4.20 mm weighing 2.45 carats, accented by single-cut diamonds weighing a total of approximately 0.15 carat, set in platinum. A GIA report # 2183632308, dated July 25, 2017, stating I color, VS2 clarity, accompanies the center stone. Gross weight 3.95 grams.
Size: 5-1/2 (sizeable)","SOLD ON SEP 25, 2017 FOR: $11,875.00"
1170,"Condition Report*:
Diamonds:
Avg Color: M+
Avg Clarity: VS
Shape(s): European-cut
Count: 1 - 25

Metals:
Platinum-Topped Gold

Overall Condition: Good
Condition Notes: A fabulous example of early Retro design. Diamond color is in the O-P-Q range. Diamond depth is concealed by mounting. Measurement is estimated.","Retro Diamond, Synthetic Ruby, Platinum, Rose Gold Ring
The bypass ring features a European-cut diamond measuring approximately 10.00 x 10.00 x 5.75 mm and weighing approximately 3.55 carats, enhanced by a round-cut synthetic ruby measuring 10.00 mm, set in platinum-topped 14k rose gold. Gross weight 12.20 grams.
Size: 3-3/4 (sizeable)
Property from the Estate of Lupita Tovar and Paul Kohner, Bel Air, California","SOLD ON SEP 25, 2017 FOR: $11,875.00"
1171,"Condition Report*:
Diamonds:
Avg Color: J-K-L
Avg Clarity: SI
Shape(s): Single
Count: 1 - 25

Colored Gems:
Type(s): Star Sapphire
Shape(s): Oval Cabochon
Count: 1 - 25
Avg Quality: Good

Metals:
Platinum

Overall Condition: Good
Condition Notes: Good condition commensurate with age. Translucent, low saturated blue star sapphire displays weak star and light eye-visible inclusions present. Few minor chips evident. A gorgeous, bold ring that is classic of the Art Deco era.","Star Sapphire, Sapphire, Diamond, Platinum Ring
The ring centers an oval-shaped star sapphire measuring 20.72 x 14.15 x 13.61 mm and weighing approximately 39.00 carats, enhanced by calibré-cut sapphires weighing a total of approximately 1.75 carats, accented by single-cut diamonds, set in platinum. Gross weight 15.00 grams.
Size: 7 (sizeable)","SOLD ON JUN 26, 2017 FOR: $11,875.00"
1172,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: VS
Shape(s): Round Brilliant-cut, Single-cut, Baguette-cut
Count: 26 - 50

Metals:
Platinum

Overall Condition: Very Good
Condition Notes: An exquisite ring sure to brighten any gal's day! Marked IRID PLAT. One baguette diamond has a nick.","Diamond, Platinum Ring
The ring features three center round brilliant-cut diamonds: one measuring 7.06 - 7.17 x 4.35 mm and weighing approximately 1.35 carats, one measuring 6.39 - 6.44 x 3.67 mm and weighing approximately 0.95 carat, and one measuring 6.30 - 6.36 x 3.58 mm and weighing approximately 0.90 carat; enhanced by single-cut diamonds weighing a total of approximately 0.80 carat, accented by baguette-cut diamonds weighing a total of approximately 0.30 carat, set in platinum. Total diamond weight is approximately 4.30 carats. Gross weight 6.90 grams.
Size: 6 (sizeable)


Property Offered Unreserved by Court Order - All Lots Sold AS-IS No Returns Permitted","SOLD ON DEC 6, 2016 FOR: $11,875.00"
1173,"Condition Report*:
Diamond Average Color: G-H-I
Diamond Certification No: 1172448879
Diamond Lab: GIA
Diamond Average Clarity: VS
Diamond Shapes: Round brilliant-cut, Marquise-cut, Full-cut
Diamond Count: 26 - 50
Overall Condition: Very Good
Notes: Metal tests as platinum. The ring has a horseshoe inside the shank, easily removed. Evidence of sizing.","Diamond, Platinum Ring
The ring features a round brilliant-cut diamond measuring 7.24 - 7.34 x 3.72 mm and weighing 1.33 carats, enhanced by marquise-shaped diamonds weighing a total of approximately 1.25 carats, accented by full-cut diamonds weighing a total of approximately 1.10 carats, set in platinum. A GIA Laboratory report # 1172448879, dated January 11, 2016, stating D color, VVS2 clarity, accompanies the center stone. Gross weight 12.50 grams.
Size: 6-1/4 (sizeable)","SOLD ON APR 19, 2016 FOR: $11,875.00"
1174,"Condition Report*:
Diamond Average Color: G-H-I
Diamond Average Clarity: VS
Diamond Shapes: Full-cut, Marquise-shaped
Diamond Count: 26 - 50
Gem Type: Star Sapphire
Gem Average Clarity: Good
Gem Shape: Oval-shaped
Gem Count: 1 - 25
Overall Condition: Very Good
Notes: This eye-catching ring is sure to please! Silk and angular growth are present in the sapphire. Top of ring measures 1-1/4 inches x 1-1/8 inches. Ring is not marked, but tests as 18k.","Star Sapphire, Diamond, Gold Ring
The ring features an oval-shaped star sapphire measuring 19.40 x 17.80 x 14.40 mm and weighing approximately 51.00 carats, enhanced by marquise and full-cut diamonds weighing a total of approximately 3.40 carats, set in 18k gold. Gross weight 30.82 grams.
Size: 7 (sizeable)","SOLD ON MAY 4, 2015 FOR: $11,875.00"
1175,"Condition Report*:
Diamond Average Color: D-E-F
Diamond Certification No: 2161939331
Diamond Lab: GIA
Diamond Average Clarity: VVS
Diamond Shapes: Round Brilliant-cut, Triangle-cut
Diamond Count: 1 - 25
Overall Condition: Very Good
Notes: A beautiful three stone ring. Marked 18, for 18k. Side stones fall in the GHI color and SI clarity ranges.","Diamond, White Gold Ring
The ring features a round brilliant-cut diamond measuring 7.22 - 7.38 x 4.45 mm and weighing 1.51 carats, enhanced by triangle-shaped diamonds weighing a total of approximately 0.40 carat, set in 18k white gold. A GIA Laboratory report # 2161939331, dated January 23, 2015 stating E color, VVS2 clarity, accompanies the center diamond. Gross weight 4.87 grams.
Size: 5-3/4 (sizeable)","SOLD ON MAY 4, 2015 FOR: $11,875.00"
1176,"Condition Report*:
Diamond Average Color: G-H-I
Diamond Certification No: 2151933157
Diamond Lab: GIA
Diamond Average Clarity: VS
Diamond Shapes: Emerald-cut, Baguette-cut
Diamond Count: 1 - 25
Overall Condition: Very Good
Notes: One of the baguette-cut diamonds is chipped. An EGL Laboratory report # US87178704D, dated September 22, 2008, stating G color, VS1 clarity, also accompanies the emerald-cut diamond","Diamond, White Gold Ring
The ring features an emerald-cut diamond measuring 8.16 x 6.15 x 5.42 mm and weighing 2.63 carats, enhanced by baguette-cut diamonds weighing a total of approximately 1.00 carat, set in 14k white gold. A GIA Laboratory report # 2151933157, dated February 14, 2014, stating I color, VS1 clarity, accompanies the emerald-cut diamond. Total diamond weight for the ring is approximately 3.63 carats. Gross weight 5.60 grams.
Size 5 (sizeable)","SOLD ON APR 29, 2014 FOR: $11,875.00"
1177,"Condition Report*:
Diamond Average Color: J-K-L
Diamond Average Clarity: SI
Diamond Shapes: Round Brilliant-cut, Pear-Shaped, Full-cut
Diamond Count: 1 - 25
Overall Condition: Very Good
Notes: A classic wedding set. One of the bands is engraved ""Judy My Love"". The 3.03 carat diamond is clarity enhanced and falls in the I-J color range. The pear-shaped diamonds fall in the K-L color range (stones observed in setting). Exact diamond weights of stones in wedding ring are known. There are sizing balls in the shank of the wedding ring. The diamonds in the bands are in the I-J color range. Set was custom made.","Diamond, Platinum, White Gold Ring Set
The set includes a ring featuring a round brilliant-cut diamond measuring 8.91 x 9.09 mm and weighing 3.03 carats, set in platinum, enhanced by two pear-shaped diamonds, one measuring 9.02 x 5.51 x 3.23 mm and weighing 1.00 carat, one measuring 8.99 x 5.68 x 3.87 mm and weighing 1.14 carats, set in 14k white gold; together with two bands featuring full-cut diamonds weighing a total of approximately 2.20 carats, set in 14k white gold. Total diamond weight is approximately 7.37 carats. Gross weight 20.27 grams.
Size: 5-3/4 (sizeable)","SOLD ON APR 29, 2013 FOR: $11,875.00"
1178,"Condition Report*:
Diamond Average Color: J-K-L
Diamond Average Clarity: SI
Diamond Shapes: Round-Brilliant-cut, Single-cut
Diamond Count: 26 - 50
Gem Type: Sapphire
Gem Average Clarity: Good
Gem Shape: Square-shaped
Gem Count: 26 - 50
Overall Condition: Good
Notes: A gorgeous vintage ring. Center diamond has strong blue fluorescence.","Art Deco Diamond, Sapphire, Platinum Ring
The ring features a round brilliant-cut diamond measuring 8.80 - 8.80 x 5.35 mm and weighing approximately 2.60 carats, enhanced by single-cut diamonds weighing a total of approximately 0.70 carat, accented by square-shaped sapphires weighing a total of approximately 1.45 carats, set in platinum. Total diamond weight is approximately 3.30 carats. Gross weight 6.30 grams.
Size: 5-3/4 (sizeable)","SOLD ON APR 30, 2012 FOR: $11,875.00"
1179,"Condition Report*:
Diamond Average Color: J-K-L
Diamond Average Clarity: SI
Diamond Shapes: Round-Brilliant-cut, Single-cut
Diamond Count: 26 - 50
Gem Type: Sapphire
Gem Average Clarity: Good
Gem Shape: Square-shaped
Gem Count: 26 - 50
Overall Condition: Good
Notes: A gorgeous vintage ring. Center diamond has strong blue fluorescence.","Art Deco Diamond, Sapphire, Platinum Ring
The ring features a round brilliant-cut diamond measuring 8.80 - 8.80 x 5.35 mm and weighing approximately 2.60 carats, enhanced by single-cut diamonds weighing a total of approximately 0.70 carat, accented by square-shaped sapphires weighing a total of approximately 1.45 carats, set in platinum. Total diamond weight is approximately 3.30 carats. Gross weight 6.30 grams.
Size: 5-3/4 (sizeable)","SOLD ON APR 30, 2012 FOR: $11,875.00"
1180,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: SI
Shape(s): full-cut
Count: 1 - 25

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 6193429560
Carat: 2.22
Color: E
Clarity: SI2
Shape: Marquise Brilliant

Metals:
Gold

Overall Condition: Very Good
Condition Notes: An angular setting makes for a dynamic design! Marked 14K, AR in the shank.","Diamond, Gold Ring
The ring features a marquise-shaped diamond measuring 14.39 x 6.68 x 3.96 mm and weighing 2.22 carats, enhanced by full-cut diamonds weighing a total of approximately 1.40 carats, set in 14k gold. A GIA report # 6193429560, dated June 7, 2018, stating E color, SI2 clarity, accompanies the center diamond. Gross weight 10.70 grams.
Size: 4-3/4 (sizeable)","SOLD ON OCT 1, 2018 FOR: $11,562.50"
1181,"Condition Report*:
Diamond Average Color: D-E-F
Diamond Certification No: 2151734693
Diamond Lab: GIA
Diamond Average Clarity: VS
Diamond Shapes: Round Brilliant-cut, Full-cut
Diamond Count: 1 - 25
Overall Condition: Very Good","Diamond, Platinum, Gold Ring Set
The ring features a round brilliant-cut diamond measuring 7.24 - 7.20 x 4.42 mm and weighing 1.37 carats, set in 18k gold. The enhancer ring features full-cut diamonds weighing a total of approximately 0.25 carat, set in platinum and 18k gold. A GIA Laboratory report # 2151734693 dated October 17, 2013 stating F color, VS1 clarity, accompanies the center diamond. Gross weight 8.20 grams.
Size: 5-1/2; 6-1/2 (sizeable)","SOLD ON DEC 9, 2013 FOR: $11,562.50"
1182,"Condition Report*:
Diamond Average Color: J-K-L
Diamond Average Clarity: VS
Diamond Shapes: European-cut
Diamond Count: 1 - 25
Overall Condition: Good
Notes: The top portion of the ring is platinum, the shank has been replaced with 14k white gold.","Art Deco Diamond, Platinum, White Gold Ring
The ring features a European-cut diamond measuring 8.80 - 9.00 x 5.00 mm and weighing approximately 2.50 carats, set in platinum and 14k white gold. Gross weight 11.22 grams.
Size: 7-1/4 (sizeable)","SOLD ON APR 29, 2013 FOR: $11,562.50"
1183,"Condition Report*:
Diamond Average Color: G-H-I
Diamond Certification No: 1136748683
Diamond Lab: GIA
Diamond Average Clarity: VS
Diamond Shapes: Pear-shaped, Tapered Baguette-cut
Diamond Count: 1 - 25
Overall Condition: Very Good
Notes: A timeless beauty. Marked IRID PLAT.","Diamond, Platinum Ring
The ring features a pear-shaped diamond measuring 10.23 x 7.40 x 4.43 mm and weighing 2.01 carats, enhanced by tapered baguette-cut diamonds weighing a total of approximately 0.45 carat, set in platinum. A GIA Laboratory report #1136748683 dated August 25, 2011, stating G color, VS1 clarity, accompanies the center diamond. Gross weight 6.30 grams.
Size: 3-3/4 (sizeable)","SOLD ON DEC 10, 2014 FOR: $11,500.00"
1184,"Condition Report*:
Designer: Tiffany & Co.
Diamond Average Color: G-H-I
Diamond Average Clarity: VS
Diamond Shapes: Transitional - Round & Full-cuts
Diamond Count: 1 - 25
Overall Condition: Very Good
Notes: An exceptionally lovely vintage designer engagement ring. Interior of shank is engraved, ""F.R.L. to G.W.L. August 29, 1954""","Art Deco Diamond, Platinum Ring, Tiffany & Co.
The ring features a round brilliant-cut diamond measuring 7.50 x 7.48 x 4.55 mm and weighing approximately 1.50 carats, accented by full-cut diamonds, set in platinum. Total diamond weight is approximately 1.52 carats. Marked Tiffany & Co. Gross weight 2.20 grams.
*Note: Size 5-1/2 (sizeable)","SOLD ON DEC 14, 2010 FOR: $11,352.50"
1185,"Condition Report*:
Gem Type: Cat's-Eye Chrysoberyl
Gem Average Clarity: Fine
Gem Shape: Cabochon
Gem Count: 1 - 25
Overall Condition: Very Good
Notes: Nice eye. A few nicks and scratches on the cabochon. Gold may need buffing / polishing.","Gentleman's Cat's-Eye Chrysoberyl, Gold Ring
The ring features a cat's-eye chrysoberyl measuring 12.60 - 12.50 x 9.70 mm and weighing approximately 15.00 carats, set in 14k yellow gold, having To Kendall Xmas '51 From Marion, engraved on the interior. Gross weight 13.90 grams.
*Note: Size 5-1/2 (sizeable)","SOLD ON DEC 9, 2009 FOR: $11,352.50"
1186,"Condition Report*:
Diamond Average Color: G-H-I
Diamond Color: Fancy Dark Orangy Brown
Diamond Certification No: 6107394665
Diamond Lab: Gemological Institute of America
Diamond Average Clarity: I
Diamond Shapes: Square-cut, Full-cut
Diamond Count: 26 - 50
Overall Condition: Very Good","Colored Diamond, Diamond, White Gold Ring
The ring features a square-cut diamond measuring 9.69 x 9.45 x 7.13 mm and weighing 5.49 carats, enhanced by full-cut diamonds weighing a total of approximately 0.50 carat, set in 14k white gold. A GIA Laboratory report # 6107394665, dated November 12, 2008, stating Natural Fancy Dark Orangy Brown color, I1 clarity, and weighing 5.49 carats, accompanies the featured diamond. Gross weight 5.30 grams.
*Note: Size 6-1/2 (sizeable)","SOLD ON DEC 9, 2009 FOR: $11,352.50"
1187,"Condition Report*:
Diamond Average Color: J-K-L
Diamond Average Clarity: I
Diamond Shapes: European-cut
Diamond Count: 1 - 25
Gem Type: Sapphire
Gem Certification No: 93013912
Gem Lab: AGTA
Gem Average Clarity: Fine
Gem Shape: Oval-shaped
Gem Count: 1 - 25
Overall Condition: Very Good","Sapphire, Diamond, White Gold Ring
The ring features an oval-shaped sapphire measuring 12.22 x 7.71 x 7.69 mm and weighing 6.18 carats, flanked by two European-cut diamonds: one measuring 7.05 - 6.95 x 4.85 mm and weighing approximately 1.50 carats, together with one measuring 7.35 - 7.25 x 4.45 mm and weighing approximately 1.50 carats, set in 18k white gold. An AGTA Laboratory report # 93013912, dated March 27, 2009, stating Natural Transparent Blue Sapphire of Sri Lanka origin, with No Indications of Heating accompanies the featured sapphire. Total diamond weight for the ring is approximately 3.00 carats. Gross weight 4.50 grams.
*Note: Size 6 (sizeable)","SOLD ON MAY 13, 2009 FOR: $11,352.50"
1188,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: VS
Shape(s): Full-cut
Count: 51 - 75

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 2183288350
Carat: 1.61
Color: H
Clarity: VVS2
Shape: Round Brilliant

Stone: 2
Lab: GIA
Certification #: 1182288341
Carat: 1.63
Color: H
Clarity: SI1
Shape: Round Brilliant

Metals:
Gold

Overall Condition: Very Good
Condition Notes: An elegant design that highlights two beautiful stones. Marked 750. Some evidence of sizing can be seen on the interior of the shank. A few of the smaller diamonds fall into the SI clarity range.","Diamond, White Gold Ring, Somenzi
The ring features a round brilliant-cut diamond measuring 7.53 - 7.67 x 4.64 mm and weighing 1.63 carats, complemented by a round brilliant-cut diamond measuring 7.78 - 7.86 x 4.41 mm and weighing 1.61 carats, accented by full-cut diamonds weighing a total of approximately 1.50 carats, set in 18k white gold, attributed to Somenzi. A GIA report # 1182288341, dated April 6, 2017, stating H color, SI1 clarity, accompanies the 1.63 carat stone. A GIA report # 2183288350, dated April 6, 2017, stating H color, VVS2 clarity, accompanies the 1.61 carat stone. Gross weight 11.60 grams.
Size: 6-1/2 (sizeable)","SOLD ON DEC 8, 2019 FOR: $11,250.00"
1189,"Condition Report*:
Diamonds:
Avg Color: J-K-L
Avg Clarity: I
Shape(s): Full-cut
Count: 26 - 50

Colored Gems:
Type(s): Spinel
Shape(s): Cushion
Count: 1 - 25
Avg Quality: Good

Metals:
Gold

Overall Condition: Good
Condition Notes: The ring is marked 585. Several diamonds fall into the SI clarity range and several have moderate chips and/or surface reaching inclusions.","Spinel, Diamond, White Gold Ring
The ring centers a cushion-shaped spinel measuring 13.05 x 9.66 x 5.65 mm and weighing approximately 6.00 carats, enhanced by full-cut diamonds weighing a total of approximately 1.00 carat, set in 14k white gold. Gross weight 9.50 grams.
Size: 6-3/4 (sizeable)","SOLD ON DEC 8, 2019 FOR: $11,250.00"
1190,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: SI
Shape(s): Full-cut
Count: 1 - 25

Colored Gems:

Certified Gems:
Gem: 1
Lab: GIA
Certification #: 2175840350
Shape: Oval
Origin: Burma
Treatment: No Indications of Heating
Type: Natural Corundum

Metals:
Platinum

Overall Condition: Good
Condition Notes: Ring offers a delightful pop of color. Moderate chips to the surface of the ruby. Several diamonds are chipped. The ring is marked PT950.","Burma Ruby, Diamond, Platinum Ring
The ring features an oval-shaped ruby measuring 10.89 x 8.87 x 4.97 mm and weighing approximately 4.73 carats, enhanced by full-cut diamonds weighing a total of approximately 2.75 carats, set in platinum, having yellow rhodium accents. A GIA report # 2175840350, dated October 10, 2016, stating Natural Corundum, Natural Ruby, Origin Burma (Myanmar), No Indications of Heat Treatment, Purplish Red color, accompanies the ruby. Gross weight 11.78 grams.
Size: 6 (sizeable)","SOLD ON SEP 23, 2019 FOR: $11,250.00"
1191,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: SI
Shape(s): Full-cut
Count: 76 - 100

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 6204397621
Carat: 4.02
Color: U to V Range
Clarity: VVS2
Shape: Cut-cornered Square Modified Brilliant

Metals:
Gold

Overall Condition: Very Good
Condition Notes: A brilliant yellow for the light of your life! Some diamonds fall into the I clarity range. Several diamonds are chipped. The center diamond has a chip as well as other clarity characteristics.","Colored Diamond, Diamond, Gold Ring
The ring features a cut-cornered square modified brilliant-cut diamond measuring 8.75 x 8.65 x 5.81 mm and weighing 4.02 carats, enhanced by full-cut diamonds weighing a total of approximately 0.55 carat, set in 18k white and yellow gold. A GIA report # 6204397621, dated June 26, 2019, stating U to V color range, VVS2 clarity, accompanies the center stone. Gross weight 5.80 grams.
Size: 7 (sizeable)","SOLD ON SEP 23, 2019 FOR: $11,250.00"
1192,"Condition Report*:
Diamonds:
Avg Color: J-K-L
Avg Clarity: I
Shape(s): European, Single-cut
Count: 1 - 25

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 6203036026
Carat: 2.28
Color: N
Clarity: VS1
Shape: Old European Brilliant

Stone: 2
Lab: GIA
Certification #: 5202036392
Carat: 1.41
Color: L
Clarity: I1
Shape: Old European Brilliant

Stone: 3
Lab: GIA
Certification #: 1206036409
Carat: 1.30
Color: N
Clarity: VS2
Shape: Old European Brilliant

Metals:
Platinum

Overall Condition: Good
Condition Notes: An impressive trio! Some diamonds fall into the SI clarity range, some are chipped. The center diamond has cavities on the crown and pavilion. Circa 1935.","Art Deco Diamond, Platinum Ring
The ring centers a European-cut diamond measuring 7.97 - 8.18 x 5.55 mm and weighing 2.28 carats, flanked by a European-cut diamond measuring 6.79 - 7.03 x 4.82 mm and weighing 1.41 carats, and a European-cut diamond measuring 6.61 - 6.79 x 4.59 mm and weighing 1.30 carats, accented by European and single-cut diamonds weighing a total of approximately 0.45 carat, set in platinum. Gross weight 7.90 grams.
Size: 5 (sizeable)

GIA reports, all dated February 6, 2019, accompany the diamonds:
# 6203036026, stating N color, VS1 clarity, 2.28 carats
# 5202036392, stating L color, I1 clarity, 1.41 carats
# 1206036409, stating N color, VS2 clarity, 1.30 carats","SOLD ON APR 29, 2019 FOR: $11,250.00"
1193,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: SI
Shape(s): Full-cut, Single-cut
Count: 26 - 50

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 6204049434
Carat: 2.09
Color: J
Clarity: VVS2
Shape: Old European Brilliant

Metals:
Platinum

Overall Condition: Very Good
Condition Notes: Stunning and vibrant! Marked PLAT. Per GIA, additional clouds and pinpoints are not shown on the report. There is one single-cut diamond in the ring.","Diamond, Platinum Ring
The ring features a European-cut diamond measuring 8.22 - 8.25 x 4.92 mm and weighing 2.09 carats, enhanced by full-cut diamonds weighing a total of approximately 0.50 carat, set in platinum. A GIA report # 6204049434, dated February 08, 2019, stating J color, VVS2 clarity, accompanies the center diamond. Gross weight 9.10 grams.
Size: 6-1/4 (sizeable)","SOLD ON APR 29, 2019 FOR: $11,250.00"
1194,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: SI
Shape(s): European-cut, Single-cut
Count: 26 - 50

Colored Gems:

Certified Gems:
Gem: 1
Lab: GIA
Certification #: 6177762559
Shape: Oval
Origin: Sri Lanka
Treatment: No Indications of Heating
Type: Natural Corundum

Metals:
Platinum

Overall Condition: Very Good
Condition Notes: A forever treasure. Marked 5795. Tests as platinum. Wear commensurate with age. The sapphire has some abrasions.","Art Deco Ceylon Sapphire, Diamond, Platinum Ring
The ring features an oval-shaped sapphire measuring 10.13 x 9.27 x 7.18 mm and weighing approximately 5.30 carats, enhanced by European and single-cut diamonds weighing a total of approximately 0.75 carat, set in platinum. A GIA report # 6177762559, dated August 5, 2016, stating Natural Corundum, Origin Sri Lanka, No Indications of Heating, accompanies the sapphire. Gross weight 10.07 grams.
Size: 6 (sizeable)","SOLD ON DEC 3, 2018 FOR: $11,250.00"
1195,"Condition Report*:
Diamonds:
Colored Diamond Color: Yellow, pink
Avg Color: G-H-I
Avg Clarity: VS
Shape(s): Oval-cut, full-cut
Count: 100+

Metals:
Gold
Platinum

Overall Condition: Very Good
Condition Notes: Diamond weights are known and engraved inside shank. Also marked Tremonti, Pt950, 18k.































A fabulous cluster design with micro pavé color diamond accents.","Fancy Greyish Yellowish Green Diamond, Diamond, Platinum, Gold Ring, Tremonti
The ring features an oval-shaped diamond measuring 10.68 x 7.31 x 4.79 mm and weighing 3.01 carats, framed by full-cut yellow diamonds weighing a total of 0.10 carat, enhanced by oval-shaped diamonds weighing a total of 1.49 carats, accented by full-cut diamonds weighing a total of 0.23 carat, complemented by full-cut pink diamonds weighing a total of 0.11 carat, set in platinum, 18k yellow and rose gold, marked Tremonti. A GIA report # 5156460812, dated August 20, 2013, stating Natural, Fancy Grayish Yellowish Green Even color, SI2 clarity, accompanies the center diamond. Gross weight 8.70 grams.
Size: 7 (sizeable)
*Note: yellow and pink diamonds not tested for origin of color","SOLD ON DEC 3, 2018 FOR: $11,250.00"
1196,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: SI
Shape(s): Pear, Marquise
Count: 26 - 50

Colored Gems:

Certified Gems:
Gem: 1
Lab: AGL
Certification #: 1093065
Shape: Emerald-cut
Origin: Colombia
Treatment: Minor Traditional
Type: Emerald

Metals:
Gold

Overall Condition: Very Good
Condition Notes: A dramatic mounting is the perfect way to elevate this lush green emerald! Marked 750. Evidence of sizing visible in the shank. Some diamonds fall into the I clarity range. The emerald has some surface reaching inclusions, as well as some minor nicks along the girdle.","Colombian Emerald, Diamond, White Gold Ring
The ring centers an emerald-cut emerald measuring 13.56 x 11.50 x 5.45 mm and weighing approximately 6.00 carats, enhanced by marquise-shaped diamonds weighing a total of approximately 3.80 carats, accented by pear-shaped diamonds weighing a total of approximately 1.70 carats, set in 18k white gold. An AGL report # 1093065, dated June 19, 2018, stating Natural Beryl, Origin Colombia, Minor Traditional Clarity Enhancement accompanies the emerald. Gross weight 12.60 grams.
Size: 5-3/4 (sizeable)","SOLD ON OCT 1, 2018 FOR: $11,250.00"
1197,"Condition Report*:
Diamonds:

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 1196549853
Carat: 2.43
Color: K
Clarity: SI1
Shape: Round Brilliant

Metals:
Platinum

Overall Condition: Very Good
Condition Notes: A striking look. Marked PLA for platinum.","Diamond, Platinum Ring
The ring features a round brilliant-cut diamond measuring 8.72 - 8.78 x 5.25 mm and weighing 2.43 carats, set in platinum. A GIA report # 1196549853, dated August 1, 2018, stating K color, SI1 clarity, accompanies the diamond. Gross weight 26.00 grams.
Size: 8-3/4 (sizeable)","SOLD ON OCT 1, 2018 FOR: $11,250.00"
1198,"Condition Report*:
Colored Gems:
Type(s): Ruby
Shape(s): Oval cabochon
Count: 1 - 25
Avg Quality: Good

Metals:
Gold

Overall Condition: Very Good
Condition Notes: Light scratches and surface wear to mounting. Marked: 18k, GE.","Gentleman's Ruby, Gold Ring, Gary Ewing
The ring features an oval-shaped ruby cabochon measuring 29.00 x 24.00 x 13.40 mm and weighing approximately 90.00 carats, set in 18k gold, marked GE for Gary Ewing. Gross weight 59.90 grams.
Size: 10 (sizeable)

Property from the Private Collection of Dr. G. Scott Phillips","SOLD ON JUN 11, 2018 FOR: $11,250.00"
1199,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: VS
Shape(s): Round Brilliant
Count: 1 - 25

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 11325056
Carat: 1.65
Color: G
Clarity: VS2
Shape: Round Brilliant

Overall Condition: Very Good
Condition Notes: Simple and stylish. Marked PLAT.","Diamond, Platinum Ring
The ring features a round brilliant-cut diamond measuring 7.63 - 7.68 x 4.59 mm and weighing 1.65 carats, enhanced by round brilliant-cut diamonds weighing a total of approximately 1.00 carat, set in platinum. A GIA report # 11325056, dated July 31, 2017, stating G color, VS2 clarity, accompanies the center stone. Gross weight 8.16 grams.
Size: 6 (sizeable)","SOLD ON SEP 25, 2017 FOR: $11,250.00"
